model_id;response_id;cs_id;ucs_id;control;reg;up_down_r;is_mem;relax.integrated;relax.emergence;train.integrated;train.emergence;relapse.integrated;relapse.emergence;test.integrated;test.emergence;reset.integrated;reset.emergence
37;10;5;0;9;Regulation.UP;Regulation.NEUTRAL;True;0.23437430470884185;3.2571940930481436e-05;0.22827075773371364;3.4005316147139864e-05;0.23483220942557853;3.538317792545209e-05;0.2315891211693279;3.711061929405346e-05;0.22947553306997817;3.235349969119006e-05
37;10;5;0;9;Regulation.DOWN;Regulation.NEUTRAL;True;0.05812157167265469;-0.00010304467862248812;0.055761053187010134;-0.00010939246703284278;0.056834361543742884;-0.00011468541740458638;0.056204460613074755;-0.00011429778051023909;0.054920713116038966;-0.00011952218071853427
69;6;5;0;4;Regulation.UP;Regulation.NEUTRAL;False;1.9843971056601868;1.1657346619716238;1.9853590832482721;1.1313997166195395;1.9853590832482721;1.1313997166195395;1.9853590832482721;1.1313997166195395;2.1589777970927044;1.8654528791041414
69;6;5;0;4;Regulation.DOWN;Regulation.NEUTRAL;True;0.2943998928770435;0.20292572135025844;0.3063243793768715;0.21129972699263933;0.3249299211298131;0.2223900743232603;0.3249304618899831;0.22239042812563636;0.32387924025279535;0.2220676137823983
69;3;2;9;7;Regulation.UP;Regulation.NEUTRAL;False;2.262122800641423;1.6517639690159813;2.37121909504825;1.7410145750277295;2.354074413268969;1.7364809873067815;2.2397304472113118;1.6487488944058009;2.2343441023474053;1.642708805434245
69;3;2;9;7;Regulation.DOWN;Regulation.NEUTRAL;True;1.3554503847871213;0.8063723206294848;1.3552112379339023;0.8067585974329238;1.3569157479913216;0.8080219862858302;1.3665956479520749;0.8111764382325786;1.3816355590281126;0.8160524937936539
69;4;6;0;3;Regulation.UP;Regulation.NEUTRAL;False;0.059812950782499374;0.008635294359042756;0.025628451027500082;-0.02231247090067881;0.025839840498031813;-0.014480171774263195;0.03342086443340084;-0.033436958493880564;0.03449669730208468;-0.020103513577858667
69;4;6;0;3;Regulation.DOWN;Regulation.NEUTRAL;True;3.0904570926180748;2.904958764536606;3.1865408777198723;2.9465089969275846;3.106422639307268;2.9094172542736443;3.098997908103927;2.905131383154523;3.062571842470648;2.8828240825781526
69;4;5;7;0;Regulation.UP;Regulation.NEUTRAL;True;2.2879082604644396;2.1350931502321853;2.239817365317498;2.099342776783457;2.239817399071317;2.099346034480444;2.239820427138431;2.0993493092105497;2.6053963460123395;2.373843918927383
69;4;5;7;0;Regulation.DOWN;Regulation.NEUTRAL;False;0.02621902024836808;0.01886861565863577;0.026694951754726595;0.01925533309148656;0.026694733061719135;0.01925516618295646;0.026694723476759066;0.019255157771728856;-0.020685060146258503;-0.02424702110327709
69;5;6;7;8;Regulation.UP;Regulation.NEUTRAL;False;0.05206914191998248;0.0006216445953860505;0.05212969630309265;0.0006386156176415997;0.05212967239151148;0.000638616880158413;0.05400169316303515;0.002386417165644493;0.04931371407446416;-0.04629200382193488
69;5;6;7;8;Regulation.DOWN;Regulation.NEUTRAL;True;0.051793525242309624;0.028473825113853934;0.009696916687114393;0.004386872376029111;0.009886633099332215;0.004666826720986783;-0.4195360646404277;-0.5579463648985612;0.0913813418408442;0.047781780722509326
69;1;8;9;4;Regulation.UP;Regulation.NEUTRAL;True;0.03632061213537502;0.009563105715265585;0.019144160604118554;-0.0037529713264566056;0.019141706694714516;-0.0081289472722601;0.04204651639801496;0.00545200158546208;0.03988851202309132;0.0009645414671249353
