model_id;response_id;circuit_id;relax.synergy;train.synergy;test.synergy;verify.synergy;relax.causation;train.causation;test.causation;verify.causation;relax.redundancy;train.redundancy;test.redundancy;verify.redundancy;relax.integrated;train.integrated;test.integrated;verify.integrated;relax.emergence;train.emergence;test.emergence;verify.mergence
10;0;4;0.00040055237560072954;-0.00037596735790262903;0.0007670866539726262;0.000412661411446677;2.4578978847500377e-05;0.000399501685847653;-0.00037516938987042225;0.0007658190449433278;0.0004114439588199653;2.4332567460774723e-05;0.0004012502995870276;-0.0003768216232326038;0.0007691017824902335;0.0004132432136590425;2.4429438736289777e-05;nan;nan;nan;nan;nan
10;0;5;3.7931514104484787;-0.04143823474683228;0.012734220755167724;3.797657414468937;3.7517132102751867;3.7931603509197833;-0.041436265250530346;0.012733741807804178;3.797665903060283;3.751724029308212;3.79311991114417;-0.041435893516604816;0.012734208666536517;3.7976235259640374;3.75168413657512;nan;nan;nan;nan;nan
10;0;6;3.2351511769501684e-07;-4.494063671200976e-08;2.9456832861818327e-08;3.295642806433463e-07;2.785744809830071e-07;3.2351511769501684e-07;-4.494063671200976e-08;2.9456832861818327e-08;3.295642806433463e-07;2.785744809830071e-07;3.2351511769501684e-07;-4.494063671200976e-08;2.9456832861818327e-08;3.295642806433463e-07;2.785744809830071e-07;nan;nan;nan;nan;nan
10;0;7;2.7686637607882147e-05;-2.905879195602701e-07;2.5936180175767376e-08;2.7690718603812225e-05;2.7393139635567554e-05;2.6328178015289083e-05;-2.6944006464857395e-07;2.412714869559629e-08;2.6333064873318435e-05;2.6054924891272258e-05;2.5406228611080106e-05;-2.6305036554541417e-07;2.4022453665173416e-08;2.5411221473370382e-05;2.514282075027907e-05;nan;nan;nan;nan;nan
10;0;8;1.67622983771043e-07;-1.9893527158920676e-08;1.4259903979851885e-08;1.7321542422621405e-07;1.4772945661212233e-07;1.67622983771043e-07;-1.9893527158920676e-08;1.4259903979851885e-08;1.7321542422621405e-07;1.4772945661212233e-07;1.67622983771043e-07;-1.9893527158920676e-08;1.4259903979851885e-08;1.7321542422621405e-07;1.4772945661212233e-07;nan;nan;nan;nan;nan
10;0;9;5.593762638783639e-07;-5.386791065847829e-07;1.1189594586458185e-06;5.883529600458903e-07;1.9695202135849854e-08;4.4291761477910363e-07;-4.292170336234191e-07;9.117862891372397e-07;4.7216419407636323e-07;1.3702831758166667e-08;4.3385563508469005e-07;-4.1980930474971867e-07;8.885090065913204e-07;4.6111295129436236e-07;1.404550609152011e-08;nan;nan;nan;nan;nan
10;0;10;0.6409830956023984;-0.00016508046456720216;3.3243138086724855e-07;0.641028405260116;0.6408180151395717;0.6409830976050193;-0.00016508046456720216;3.3243029862184414e-07;0.6410284072637619;0.6408180171404521;0.6409830976050193;-0.00016508046456720216;3.3243029862184414e-07;0.6410284072637619;0.6408180171404521;nan;nan;nan;nan;nan
10;0;11;0.0005005319977073319;-6.0946223460645044e-05;1.580182655169793e-05;0.0005016070087622282;0.0004396054305687014;0.00044259409265906546;-5.4957562959923045e-05;1.4734724596010551e-05;0.00044384209371706174;0.00038766623284486323;0.0004570755866932785;-5.637085570231459e-05;1.4990863866026771e-05;0.0004582619865799997;0.00040070378204487556;nan;nan;nan;nan;nan
10;0;12;1.0201701425849308e-06;-4.574417628022687e-08;1.834021101654315e-08;1.034949704270538e-06;9.74425966304704e-07;1.0201701425849308e-06;-4.574417628022687e-08;1.834021101654315e-08;1.034949704270538e-06;9.74425966304704e-07;1.0201701425849308e-06;-4.574417628022687e-08;1.834021101654315e-08;1.034949704270538e-06;9.74425966304704e-07;nan;nan;nan;nan;nan
10;0;13;5.3375442310876764e-05;-1.1686619765249873e-06;7.721296006735212e-08;5.3481654409270885e-05;5.220696038343853e-05;5.1008708672195535e-05;-1.0740853367829928e-06;6.926533567541693e-08;5.109389491531058e-05;4.992485525101564e-05;4.9150817869325625e-05;-1.0493836664071665e-06;6.915378263083749e-08;4.923657607203147e-05;4.8099069930251925e-05;nan;nan;nan;nan;nan
10;0;14;2.9300697244007674;-6.879575811802319e-06;1.7195409540704532e-09;2.9300937511540277;2.9300628448249557;2.9300697244007674;-6.879575811802319e-06;1.7195409540704532e-09;2.9300937511540277;2.9300628448249557;2.9300697244007674;-6.879575811802319e-06;1.7195409540704532e-09;2.9300937511540277;2.9300628448249557;nan;nan;nan;nan;nan
10;0;15;0.04298232625777476;-1.751869601962497e-05;2.100903850887903e-08;0.042983589661917676;0.042964901552603296;0.042254439153950774;-1.6356350818036436e-05;1.8703285781240808e-08;0.04225534681292514;0.04223819246190158;0.040597768335706774;-1.5949930839032067e-05;1.8567501140764886e-08;0.04059883001787873;0.04058179481630231;nan;nan;nan;nan;nan
10;0;16;0.002841308668718595;-0.0005273146975335458;0.00019787379507366087;0.002842541193041531;0.002313994052938431;0.002841220878846848;-0.0005272809491330965;0.00019785708468880725;0.002842451798742221;0.002313942190878465;0.0028419214407785637;-0.0005272891522365986;0.00019785543653388915;0.0028431430451138356;0.0023146317221341556;nan;nan;nan;nan;nan
