model_id;name;lineage;c.e.median;c.e.std;int.inf.median;int.inf.std
371;cellular organisms-Eukaryota-Opisthokonta-Metazoa-Eumetazoa-Bilateria-Deuterostomia-Chordata-Craniata-Vertebrata-Gnathostomata-Teleostomi-Euteleostomi-Sarcopterygii-Dipnotetrapodomorpha-Tetrapoda-Amniota-Mammalia-Theria-Eutheria-Boreoeutheria-Euarchontoglires-Primates-Haplorrhini-Simiiformes-Catarrhini-Hominoidea-Hominidae-Homininae-Homo;Homo sapiens;1.4270135992157469;3.0745068782462046;1.9968017681968142;4.264333198838523
403;cellular organisms-Eukaryota-Opisthokonta-Metazoa-Eumetazoa-Bilateria-Deuterostomia;Chordata;0.2919593193351419;1.578427393153873;1.4314088291313665;2.931579781361402
365;cellular organisms;Eukaryota;2.7260638467653826;3.4628050716828374;3.0406842793478157;4.701197513728545
359;cellular organisms;Eukaryota;1.915804214935526;0.8445624188342669;4.8134181943524394;6.578375521967156
8;cellular organisms-Eukaryota-Opisthokonta-Metazoa-Eumetazoa-Bilateria-Deuterostomia-Chordata-Craniata-Vertebrata-Gnathostomata-Teleostomi-Euteleostomi-Sarcopterygii-Dipnotetrapodomorpha-Tetrapoda;Amphibia;-0.029885271132858104;0.7788148930823653;0.28023965789312644;2.2133811281993148
72;cellular organisms-Eukaryota-Opisthokonta-Fungi-Dikarya-Ascomycota-saccharomyceta-Saccharomycotina-Saccharomycetes-Saccharomycetales-Saccharomycetaceae-Saccharomyces;Saccharomyces cerevisiae;1.961125053380202;6.283261639827878;2.0344022038462626;6.448171712483984
66;cellular organisms-Bacteria-Pseudomonadati-Pseudomonadota-Gammaproteobacteria-Enterobacterales-Enterobacteriaceae-Escherichia-Escherichia coli;Escherichia coli K-12;1.467355501127976e-05;0.1057313258038181;0.023441600771400783;0.17759707751157508
99;cellular organisms-Eukaryota-Amoebozoa-Evosea-Eumycetozoa-Dictyostelia-Dictyosteliales-Dictyosteliaceae;Dictyostelium;0.14284876785236172;2.1970768045509117;0.23345135338770384;2.0959492130414086
239;cellular organisms-Eukaryota-Opisthokonta-Metazoa-Eumetazoa-Bilateria-Deuterostomia-Chordata-Craniata-Vertebrata-Gnathostomata-Teleostomi-Euteleostomi-Sarcopterygii-Dipnotetrapodomorpha-Tetrapoda-Amniota-Mammalia-Theria-Eutheria-Boreoeutheria-Euarchontoglires-Primates-Haplorrhini-Simiiformes-Catarrhini-Hominoidea-Hominidae-Homininae-Homo;Homo sapiens;0.34269666945801963;0.60426968679012;0.6788781855553733;2.1958535295504524
289;cellular organisms-Eukaryota-Opisthokonta;Metazoa;2.937133330523851;4.370613786313983;3.4286576935193622;4.4945225153832125
100;cellular organisms;cellular organisms;0.027158493837345574;0.08704953314107176;0.03866629338276356;0.16721675682707918
14;cellular organisms-Eukaryota-Opisthokonta-Metazoa-Eumetazoa-Bilateria-Deuterostomia-Chordata-Craniata-Vertebrata-Gnathostomata-Teleostomi-Euteleostomi-Sarcopterygii-Dipnotetrapodomorpha-Tetrapoda-Amphibia-Batrachia-Anura-Pipoidea-Pipidae-Xenopodinae-Xenopus-Xenopus;Xenopus laevis;0.25904920219924044;3.154980456718648;0.6766396264193273;4.628952937592121
28;cellular organisms-Eukaryota-Opisthokonta-Metazoa-Eumetazoa-Bilateria-Deuterostomia-Chordata-Craniata-Vertebrata-Gnathostomata-Teleostomi-Euteleostomi-Sarcopterygii-Dipnotetrapodomorpha-Tetrapoda-Amphibia-Batrachia-Anura-Pipoidea-Pipidae-Xenopodinae-Xenopus-Xenopus;Xenopus laevis;0.29739367003297074;2.433843979258863;1.2037797038537497;6.164602863768766
261;cellular organisms-Eukaryota-Opisthokonta-Metazoa-Eumetazoa-Bilateria-Deuterostomia-Chordata-Craniata-Vertebrata-Gnathostomata-Teleostomi-Euteleostomi-Sarcopterygii-Dipnotetrapodomorpha-Tetrapoda-Amniota-Mammalia-Theria-Eutheria-Boreoeutheria-Euarchontoglires-Glires-Rodentia-Myomorpha-Muroidea-Muridae-Murinae-Mus-Mus;Mus musculus;1.9006242053680675;5.102011148016865;3.0507989177198453;7.054014870660848
739;cellular organisms-Eukaryota-Opisthokonta-Metazoa-Eumetazoa-Bilateria-Deuterostomia-Chordata-Craniata-Vertebrata-Gnathostomata-Teleostomi-Euteleostomi-Sarcopterygii-Dipnotetrapodomorpha-Tetrapoda-Amniota-Mammalia-Theria-Eutheria-Boreoeutheria-Euarchontoglires-Primates-Haplorrhini-Simiiformes-Catarrhini-Hominoidea-Hominidae-Homininae-Homo;Homo sapiens;0.004418832594576261;0.14040216147557885;0.08850616996996145;0.12427318182075084
671;cellular organisms-Eukaryota-Opisthokonta-Metazoa-Eumetazoa-Bilateria-Deuterostomia-Chordata-Craniata-Vertebrata-Gnathostomata-Teleostomi-Euteleostomi-Sarcopterygii-Dipnotetrapodomorpha-Tetrapoda-Amniota-Mammalia-Theria-Eutheria-Boreoeutheria-Euarchontoglires-Primates-Haplorrhini-Simiiformes-Catarrhini-Hominoidea-Hominidae-Homininae-Homo;Homo sapiens;1.0916608560356376;1.141215449580275;2.3960878797094436;2.695913962890345
103;cellular organisms;cellular organisms;0.18462726061032897;1.8381466271589348;1.4023256822062469;2.669280603193594
315;cellular organisms;cellular organisms;0.06710628983865725;0.4083383141172846;0.3080611633299565;3.987296609347271
328;cellular organisms-Eukaryota-Opisthokonta-Metazoa-Eumetazoa-Bilateria-Deuterostomia-Chordata-Craniata-Vertebrata-Gnathostomata-Teleostomi-Euteleostomi-Sarcopterygii-Dipnotetrapodomorpha-Tetrapoda-Amniota-Mammalia-Theria-Eutheria-Boreoeutheria-Euarchontoglires-Primates-Haplorrhini-Simiiformes-Catarrhini-Hominoidea-Hominidae-Homininae-Homo;Homo sapiens;1.9750122316921543;5.311356248497324;2.6074536884473005;7.772015545069755
102;cellular organisms;cellular organisms;1.503810079489035;1.0979824622207226;2.4061167413734723;5.775013467579654
116;cellular organisms-Eukaryota-Opisthokonta-Fungi-Dikarya-Ascomycota-saccharomyceta-Saccharomycotina-Saccharomycetes-Saccharomycetales-Saccharomycetaceae-Saccharomyces;Saccharomyces cerevisiae;0.989693083206403;1.4800165905280762;1.3892557074705223;1.9873853733653994
274;cellular organisms-Eukaryota-Opisthokonta-Metazoa-Eumetazoa-Bilateria-Deuterostomia;Chordata;0.6725690909560755;2.2816174086439274;0.7665105661309839;2.479193151277642
512;cellular organisms-Eukaryota-Opisthokonta-Metazoa-Eumetazoa-Bilateria-Deuterostomia-Chordata-Craniata-Vertebrata-Gnathostomata-Teleostomi-Euteleostomi-Sarcopterygii-Dipnotetrapodomorpha-Tetrapoda-Amniota-Mammalia-Theria-Eutheria-Boreoeutheria-Euarchontoglires-Primates-Haplorrhini-Simiiformes-Catarrhini-Hominoidea-Hominidae-Homininae-Homo;Homo sapiens;0.001023828004363403;0.1087560529292181;0.4333487766255574;0.2149843696113927
260;cellular organisms-Eukaryota-Opisthokonta-Metazoa-Eumetazoa-Bilateria-Deuterostomia-Chordata-Craniata-Vertebrata-Gnathostomata-Teleostomi-Euteleostomi-Sarcopterygii-Dipnotetrapodomorpha-Tetrapoda-Amniota-Mammalia-Theria-Eutheria-Boreoeutheria-Euarchontoglires-Glires-Rodentia-Myomorpha-Muroidea-Muridae-Murinae-Mus-Mus;Mus musculus;0.3998655476419296;4.917935935870842;2.1676157821122164;7.98013271361353
