#{"t_start": 1730254023.772545, "env_id": "None"}
r,l,t,is_broken
0.0,1,98.68582963943481,False
0.0,1,98.68584156036377,False
0.0,1,98.68584370613098,False
0.0,1,98.6858458518982,False
0.0,1,98.6858479976654,False
0.0,1,98.6858491897583,False
0.0,1,98.6858503818512,False
0.0,1,98.68585205078125,False
0.0,1,98.6858537197113,False
0.0,1,98.68585562705994,False
0.0,1,98.68585681915283,False
0.0,1,98.6858582496643,False
0.0,1,98.6858594417572,False
0.0,1,98.6858606338501,False
0.0,1,98.68586206436157,False
0.0,1,98.68586325645447,False
0.0,1,98.68586444854736,False
0.0,1,98.68586659431458,False
0.0,1,98.68586778640747,False
0.0,1,98.68586921691895,False
0.0,1,98.68587064743042,False
0.0,1,98.68587231636047,False
0.0,1,98.68587350845337,False
0.0,1,98.68587565422058,False
0.0,1,98.68587684631348,False
0.0,1,98.68587827682495,False
0.0,1,98.68587946891785,False
0.0,1,98.68588066101074,False
0.0,1,98.68588161468506,False
0.0,1,98.68588280677795,False
0.0,1,98.68588376045227,False
0.0,1,98.68588495254517,False
0.0,1,98.68588662147522,False
0.0,1,98.68588900566101,False
0.0,1,98.68589043617249,False
0.0,1,98.68589162826538,False
0.0,1,98.68589329719543,False
0.0,1,98.68589472770691,False
0.0,1,98.6858959197998,False
0.0,1,98.6858971118927,False
0.0,1,98.6858983039856,False
0.0,1,98.68590188026428,False
0.0,1,98.68590354919434,False
0.0,1,98.68590450286865,False
0.0,1,98.68590569496155,False
0.0,1,98.68590712547302,False
0.0,1,98.68590807914734,False
0.0,1,98.68590950965881,False
0.0,1,98.68591070175171,False
0.0,1,98.68591165542603,False
0.0,1,98.68591284751892,False
0.0,1,98.68591403961182,False
0.0,1,98.68591523170471,False
0.0,1,98.68591666221619,False
0.0,1,98.68591809272766,False
0.0,1,98.68591928482056,False
0.0,1,98.68592071533203,False
0.0,1,98.68592166900635,False
0.0,1,98.68592262268066,False
0.0,1,98.68592405319214,False
0.0,1,98.68592500686646,False
0.0,1,98.68592619895935,False
0.0,1,98.68592715263367,False
0.0,1,98.68592858314514,False
0.0,1,98.68592977523804,False
0.0,1,98.68593168258667,False
0.0,1,98.68593263626099,False
0.0,1,98.68593382835388,False
0.0,1,98.68593502044678,False
0.0,1,98.6859359741211,False
0.0,1,98.68593692779541,False
0.0,1,98.68593835830688,False
0.0,1,98.68593955039978,False
0.0,1,98.68594074249268,False
0.0,1,98.68594217300415,False
0.0,1,98.68594336509705,False
0.0,1,98.68594431877136,False
0.0,1,98.68594789505005,False
0.0,1,98.68594932556152,False
0.0,1,98.68595051765442,False
0.0,1,98.6859519481659,False
0.0,1,98.68595290184021,False
0.0,1,98.6859540939331,False
0.0,1,98.68595552444458,False
0.0,1,98.68595695495605,False
0.0,1,98.68595814704895,False
0.0,1,98.68595957756042,False
0.0,1,98.68596076965332,False
0.0,1,98.68596196174622,False
0.0,1,98.68596339225769,False
0.0,1,98.68596410751343,False
0.0,1,98.68596529960632,False
0.0,1,98.6859667301178,False
0.0,1,98.68596839904785,False
0.0,1,98.68596982955933,False
0.0,1,98.68597102165222,False
0.0,1,98.68597221374512,False
0.0,1,98.68597364425659,False
0.0,1,98.68597483634949,False
0.0,1,98.68597555160522,False
