#{"t_start": 1734076562.4381232, "env_id": "None"}
r,l,t,is_broken
0.0,1,2.115991,False
0.0,1,4.002027,False
0.0,1,5.740839,False
0.0,1,7.861153,False
0.0,1,9.577673,False
0.0,1,11.516077,False
0.0,1,13.426703,False
0.0,1,15.220538,False
0.0,1,16.83204,False
0.0,1,21.954055,False
0.0,1,30.013109,False
0.0,1,37.719512,False
0.0,1,39.981854,False
0.0,1,41.781111,False
0.0,1,43.460416,False
0.0,1,45.550059,False
0.0,1,47.373921,False
0.0,1,49.224274,False
0.0,1,50.981559,False
0.0,1,52.650811,False
0.0,1,54.818511,False
0.0,1,56.287143,False
