#{"t_start": 1736978561.1487958, "env_id": "None"}
r,l,t,is_broken
-19.411279,5,4.45524,True
-21012.815068,5,7.701579,False
-0.000187,1,8.205935,False
-0.000483,1,8.621942,False
-0.000552,5,11.274386,False
-0.000606,2,12.161107,False
-0.000419,5,15.694706,True
-0.000497,5,19.201798,True
-0.005953,5,21.66751,False
0.000233,5,24.433421,True
-0.000849,5,27.181124,True
-0.110572,5,30.534374,False
-0.000343,1,30.9936,False
-0.000345,1,31.399273,False
-0.000615,5,35.050203,True
-0.001005,1,35.521394,False
-0.000971,5,38.415043,True
-0.012933,5,40.90282,False
-0.000397,1,41.313054,False
-0.000399,1,41.818403,False
-0.001108,1,42.264812,False
-0.000182,2,43.255308,False
-0.000239,5,47.255258,True
-8.976172,3,48.768038,False
-0.000464,5,51.659294,True
-0.026294,5,54.754932,False
-0.000326,1,55.131765,False
-0.054835,2,56.058144,False
-0.000672,5,59.695657,True
-0.000929,1,60.07448,False
-0.000738,4,62.072611,False
-0.002408,2,63.05703,False
-0.00093,4,66.171654,False
-0.000315,5,69.055051,False
-0.000793,4,71.06227,False
-0.000372,1,71.428752,False
-0.001095,5,74.490509,False
-0.000853,4,76.496243,False
