#{"t_start": 1730254023.772545, "env_id": "None"}
r,l,t,is_broken
1615180.5,1,145.00972199440002,True
1615180.5,1,145.0097417831421,True
1615180.5,1,145.00974297523499,True
1615180.5,1,145.00974488258362,True
1615180.5,1,145.0097460746765,True
1615180.5,1,145.00974702835083,True
1615180.5,1,145.00974798202515,True
1615180.5,1,145.00974893569946,True
1615180.5,1,145.00975012779236,True
1615180.5,1,145.00989079475403,True
1615180.5,1,145.00989389419556,True
1615180.5,1,145.01003289222717,True
1615180.5,1,145.0100359916687,True
1615180.5,1,145.0100381374359,True
1615180.5,1,145.01003909111023,True
1615180.5,1,145.01003980636597,True
1615180.5,1,145.01004076004028,True
1615180.5,1,145.01004195213318,True
1615180.5,1,145.0100429058075,True
1615180.5,1,145.0100438594818,True
1615180.5,1,145.0100450515747,True
1615180.5,1,145.01004600524902,True
1615180.5,1,145.01004695892334,True
1615180.5,1,145.01004815101624,True
1615180.5,1,145.01019096374512,True
1615180.5,1,145.01019501686096,True
1615180.5,1,145.01019597053528,True
1615180.5,1,145.0101969242096,True
1615180.5,1,145.0101981163025,True
1615180.5,1,145.0101990699768,True
1615180.5,1,145.01019978523254,True
1615180.5,1,145.01020097732544,True
1615180.5,1,145.01020193099976,True
1615180.5,1,145.0102059841156,True
1615180.5,1,145.01020693778992,True
1615180.5,1,145.0102081298828,True
1615180.5,1,145.01020908355713,True
1615180.5,1,145.01020979881287,True
1615180.5,1,145.01021075248718,True
1615180.5,1,145.01021194458008,True
1615180.5,1,145.0102128982544,True
1615180.5,1,145.0102138519287,True
1615180.5,1,145.0102150440216,True
1615180.5,1,145.01021599769592,True
1615180.5,1,145.01021599769592,True
1615180.5,1,145.01021695137024,True
1615180.5,1,145.01021790504456,True
1615180.5,1,145.01021909713745,True
1615180.5,1,145.01022005081177,True
1615180.5,1,145.0102207660675,True
1615180.5,1,145.0102219581604,True
1615180.5,1,145.01022291183472,True
1615180.5,1,145.01022291183472,True
1615180.5,1,145.01022386550903,True
1615180.5,1,145.01022481918335,True
1615180.5,1,145.01022601127625,True
1615180.5,1,145.01022696495056,True
1615180.5,1,145.01022791862488,True
1615180.5,1,145.01022911071777,True
1615180.5,1,145.0102300643921,True
1615180.5,1,145.0102310180664,True
1615180.5,1,145.01023173332214,True
1615180.5,1,145.01023173332214,True
1615180.5,1,145.01023292541504,True
1615180.5,1,145.01023387908936,True
1615180.5,1,145.01023602485657,True
1615180.5,1,145.01023697853088,True
1615180.5,1,145.0102379322052,True
1615180.5,1,145.0102391242981,True
1615180.5,1,145.0102400779724,True
1615180.5,1,145.0102400779724,True
1615180.5,1,145.01024103164673,True
1615180.5,1,145.01024198532104,True
1615180.5,1,145.01024293899536,True
1615180.5,1,145.01024389266968,True
1615180.5,1,145.010244846344,True
1615180.5,1,145.0102460384369,True
1615180.5,1,145.01024794578552,True
1615180.5,1,145.01024889945984,True
1615180.5,1,145.01025009155273,True
1615180.5,1,145.01025104522705,True
1615180.5,1,145.01025199890137,True
1615180.5,1,145.01025295257568,True
1615180.5,1,145.01025390625,True
1615180.5,1,145.01025485992432,True
1615180.5,1,145.01025485992432,True
1615180.5,1,145.01025581359863,True
1615180.5,1,145.01025700569153,True
1615180.5,1,145.01025795936584,True
1615180.5,1,145.01025891304016,True
1615180.5,1,145.01026010513306,True
1615180.5,1,145.01026105880737,True
1615180.5,1,145.0102620124817,True
1615180.5,1,145.010262966156,True
1615180.5,1,145.01026391983032,True
1615180.5,1,145.01026487350464,True
1615180.5,1,145.01026582717896,True
1615180.5,1,145.01026701927185,True
1615180.5,1,145.01026701927185,True
1615180.5,1,145.01026797294617,True
