#{"t_start": 1736407496.436009, "env_id": "None"}
r,l,t,is_broken
nan,5,5.305726,False
nan,5,10.009132,False
nan,5,14.735082,False
nan,5,19.345123,False
nan,5,23.946878,False
nan,5,28.679097,False
nan,5,33.284185,False
nan,5,37.889261,False
nan,5,42.487201,False
nan,5,47.193941,False
nan,5,51.806883,False
nan,5,56.411065,False
nan,5,61.011044,False
nan,5,65.608748,False
nan,5,70.350215,False
nan,5,74.957336,False
nan,5,79.55618,False
nan,5,84.170057,False
nan,5,88.772236,False
nan,5,93.53402,False
nan,5,98.135382,False
nan,5,102.73234,False
nan,5,107.32827,False
nan,5,111.924851,False
nan,5,116.525782,False
