#{"t_start": 1730254023.772545, "env_id": "None"}
r,l,t,is_broken
4.2261655153197353e-07,1,109.9045660495758,True
-1.5285024346667342e-05,1,109.90457487106323,False
-2.822145506797824e-05,1,109.90457701683044,False
4.0719046410231385e-06,1,109.90457892417908,True
-6.342412234516814e-06,1,109.90458011627197,False
2.549735427237465e-07,1,109.9045820236206,True
8.150423980168853e-08,1,109.90458273887634,True
7.902777099388913e-08,1,109.90458488464355,True
4.1773041630222e-06,1,109.90459489822388,True
9.119101207488711e-08,1,109.9045958518982,True
-1.011520089377882e-05,1,109.90459704399109,False
-1.0810377943926142e-06,1,109.90459895133972,False
6.923180626472458e-05,1,109.90459990501404,True
-0.00014833918248768896,1,109.90460109710693,False
9.038825510288007e-08,1,109.90460300445557,True
7.037410654220366e-09,1,109.9046037197113,True
2.526933030821965e-06,1,109.9046049118042,True
3.229895071399369e-07,1,109.90460681915283,True
-0.00013142655370756984,1,109.90460801124573,False
-1.7135342034180212e-07,1,109.90461492538452,False
-1.9622625586634967e-06,1,109.90461993217468,False
9.484274698934314e-08,1,109.904620885849,True
-4.7592746454938606e-07,1,109.9046220779419,False
-6.225845936569385e-07,1,109.90462303161621,False
1.1325664672767743e-07,1,109.90462517738342,True
5.169096766621806e-06,1,109.90462589263916,True
-2.7918886758016015e-08,1,109.90463089942932,False
-2.403702410447295e-06,1,109.90463209152222,False
1.4192272601576406e-06,1,109.90463399887085,True
1.7060710888472386e-07,1,109.90463495254517,True
0.00012415410310495645,1,109.90463614463806,True
1.4622762591898208e-06,1,109.90463781356812,True
-1.0713687515817583e-05,1,109.90463900566101,False
2.782398041745182e-05,1,109.90464878082275,True
6.458942891640618e-08,1,109.90465092658997,True
-1.642757467834599e-07,1,109.90465188026428,False
-1.0261717307002982e-06,1,109.90465307235718,False
1.3062518746664864e-06,1,109.90465879440308,True
1.2243927471899951e-07,1,109.90466499328613,True
2.2296364932117285e-07,1,109.90466713905334,True
-7.835177530068904e-05,1,109.90466785430908,False
1.309482740907697e-06,1,109.9046688079834,True
-2.0548934116959572e-05,1,109.90467095375061,False
-2.2652779989584815e-06,1,109.90467190742493,False
6.022075638156821e-08,1,109.90467286109924,True
1.0936700789443421e-07,1,109.90467405319214,True
-1.3597664860753866e-07,1,109.90467500686646,False
-2.1700018351111794e-06,1,109.90467715263367,False
-3.354216232764884e-06,1,109.90467810630798,False
-7.721828296780586e-06,1,109.90467882156372,False
1.6444254242742318e-06,1,109.90467977523804,True
1.1082811397500336e-06,1,109.90468192100525,True
8.068932970672904e-07,1,109.90468287467957,True
6.080550974729704e-06,1,109.90468406677246,True
-0.0001344050542684272,1,109.9046859741211,False
2.5850712859210034e-07,1,109.90468692779541,True
5.306513344294217e-07,1,109.9046881198883,True
9.661144986239378e-07,1,109.90468907356262,True
8.093949190879357e-07,1,109.90469098091125,True
-7.512324373237789e-06,1,109.90469193458557,False
-6.047859528734989e-07,1,109.90469288825989,False
-2.125592618540395e-05,1,109.9046938419342,False
-0.00014188335626386106,1,109.9046950340271,False
2.9590693884529173e-05,1,109.90469694137573,True
0.00012657114712055773,1,109.90469813346863,True
-1.3292566336531308e-07,1,109.90487694740295,False
9.674159082351252e-05,1,109.90487909317017,True
-1.8801350734065636e-06,1,109.90488004684448,False
1.1274995586063596e-06,1,109.9048810005188,True
1.4693422372147324e-06,1,109.90488290786743,True
2.583013269941148e-07,1,109.90488386154175,True
1.168681819763151e-06,1,109.90488481521606,True
5.029957037550048e-07,1,109.90488600730896,True
2.9154125513741747e-07,1,109.90488696098328,True
5.254937036625051e-07,1,109.90488791465759,True
1.0593004162728903e-06,1,109.9048900604248,True
-8.008531722225598e-07,1,109.90489101409912,False
8.838181884129881e-07,1,109.90489292144775,True
3.314694652090111e-08,1,109.90489482879639,True
7.544812206106144e-07,1,109.90489602088928,True
2.3098435121937655e-05,1,109.9048969745636,True
6.936952559044585e-07,1,109.90489792823792,True
-1.7619721859318815e-07,1,109.90489912033081,False
-2.7950013645750005e-06,1,109.90490102767944,False
-1.3208301652412047e-07,1,109.90490198135376,False
-9.571848931955174e-05,1,109.90490293502808,False
1.4953911886550486e-06,1,109.90490388870239,True
3.8253918432928913e-07,1,109.90490484237671,True
5.375036380428355e-07,1,109.9049060344696,True
4.3571031937972293e-07,1,109.90490794181824,True
-8.91050513018854e-06,1,109.90490889549255,False
4.445105332706589e-07,1,109.90491008758545,True
5.172190640223562e-07,1,109.90491104125977,True
1.309168879970457e-07,1,109.90491318702698,True
6.73161196118599e-07,1,109.90491390228271,True
3.133861241622071e-07,1,109.90491485595703,True
0.00040493125561624765,1,109.90491580963135,True
6.40653041728001e-08,1,109.90491700172424,True
5.01121974139096e-07,1,109.90491795539856,True
3.0178776455613843e-07,1,109.90492010116577,True
