#{"t_start": 1734079688.939415, "env_id": "None"}
r,l,t,is_broken
-0.007043,1,0.748797,False
0.72353,1,2.471071,True
0.055687,1,3.151637,True
-0.005945,1,4.143259,False
0.000732,1,4.820299,True
0.58596,1,5.781585,True
0.000165,1,6.441499,True
3023.626221,1,7.423887,True
0.194289,1,8.083503,True
-0.007182,1,9.204761,False
0.000184,1,9.867635,True
11.615884,1,10.737378,True
-0.001122,1,11.397066,False
8.10452,1,12.213001,True
-0.000584,1,12.871242,False
4.170612,1,13.629052,True
0.299899,1,14.292963,True
-0.006864,1,14.953695,False
