#{"t_start": 1736474389.7762432, "env_id": "None"}
r,l,t,is_broken
-1.555035,5,9.050665,False
-0.625577,5,14.688093,False
2.856789,5,19.936565,False
-0.886407,5,25.127557,False
4.416529,5,31.257557,False
-0.941049,5,36.492373,False
-0.681795,5,42.384954,False
-0.423033,5,47.520914,False
2.181848,5,52.735423,False
0.385472,5,59.661917,False
-0.229595,5,65.773149,False
2.133146,5,71.728842,False
2.473526,5,77.135144,False
0.329502,5,83.824926,False
0.230309,5,89.54462,False
4.45452,5,96.342899,False
-0.359354,5,101.410297,False
-1.778829,5,106.673963,False
-1.443716,5,113.70085,False
0.751939,5,120.590867,False
-0.91761,5,130.862602,False
2.073697,5,138.624863,False
-0.974208,5,146.484825,False
0.856727,5,155.601701,False
-1.476903,5,164.869739,False
2.453005,5,192.694704,False
2.820754,5,202.035489,False
2.207952,5,210.257627,False
3.155476,5,219.916045,False
-0.252268,5,228.274743,False
2.415994,5,238.539671,False
4.876901,5,248.396367,False
2.465464,5,256.791969,False
5.121891,5,267.435846,False
2.437988,5,277.425753,False
-0.767019,5,284.710214,False
-0.206622,5,291.096733,False
0.199689,5,296.766451,False
4.402039,5,303.254119,False
-0.429484,5,309.662578,False
2.67152,5,315.371146,False
3.789941,5,321.888952,False
4.6955,5,328.615268,False
1.737371,5,333.907779,False
0.674396,5,340.73788,False
1.873043,5,348.414956,False
4.426313,5,357.249834,False
-1.532,5,367.348808,False
2.695431,3,373.176995,False
nan,4,380.491302,False
nan,5,390.661592,False
